,YOB,Income,Lon,Lat,Apl_Year,gender,Accepted
1132,1981.1566221131097,1105,-82,27,2018,0,True
1133,1963.135227873819,6418,-100,24,2016,0,False
1134,1966.0970028342103,5284,-82,42,2017,1,False
1135,1989.2977281167805,8305,-100,30,2016,1,False
1136,1973.5165798697324,6957,-82,27,2017,0,False
1137,1963.1810927947984,5597,-89,43,2016,0,True
1138,1977.9610040429548,5763,-100,27,2018,0,False
1139,1987.7675239311034,6943,-85,22,2016,1,False
1140,1990.0145514498824,4632,-91,35,2017,1,True
1141,1971.7521079165313,4663,-85,42,2018,1,True
1142,1958.3059031135228,9268,-92,22,2017,1,True
1143,1976.4640709298671,2638,-81,42,2018,0,True
1144,1983.8014341126805,6331,-82,24,2018,0,False
1145,1972.3550628977357,5847,-84,24,2018,1,False
1146,1989.3210703652037,6411,-85,27,2017,0,True
1147,1979.0967301637627,1587,-91,42,2016,0,True
1148,1972.9280298704857,5166,-92,24,2018,0,False
1149,1967.664422668115,7802,-91,31,2017,0,False
1150,1973.531547614614,8198,-85,35,2016,1,False
1151,1996.6941033559585,9371,-82,35,2018,1,False
1152,1973.2162918207453,5359,-82,43,2016,1,True
1153,1979.392304349935,3152,-81,31,2018,0,True
1154,1957.5559459791598,9699,-92,30,2017,1,True
1155,1959.0598591094943,3029,-82,22,2016,1,True
1156,1990.898077042962,8147,-92,30,2016,1,False
1157,1969.8501671321078,1431,-84,43,2018,1,True
1158,1969.2007653200944,3843,-89,42,2017,1,False
1159,1973.3629354389966,7188,-98,35,2017,1,False
1160,1962.1908389028597,3161,-98,30,2016,0,True
1161,1965.7223273592354,6159,-96,30,2016,1,True
1162,1967.4029101606773,4482,-91,23,2017,0,False
1163,1970.0334696713817,8212,-81,27,2017,0,False
1164,1975.574480171487,6562,-85,22,2016,0,False
1165,1970.647118579498,3040,-92,30,2018,0,True
1166,1979.5605443646791,6243,-82,43,2018,0,False
1167,1987.7592736025636,2752,-82,35,2017,0,True
1168,1980.6137283927399,9591,-81,30,2018,0,False
1169,1976.6125860357954,2486,-82,31,2017,0,True
1170,1971.76208074459,2330,-98,35,2016,1,True
1171,1963.544168197049,2453,-91,23,2017,0,True
1172,1970.4642785780788,4465,-82,31,2017,0,True
1173,1962.2536516899133,4737,-85,27,2016,1,True
1174,1969.6424915975367,7137,-100,43,2017,0,False
1175,1996.3047880955307,6519,-96,22,2017,1,False
1176,1971.2245635815916,1297,-92,22,2017,1,True
1177,1980.6758314450785,3358,-89,20,2018,0,True
1178,1978.3332467307707,3463,-82,43,2016,0,True
1179,1973.6382001504733,2263,-84,27,2016,1,True
1180,1971.7032752691196,2610,-89,24,2018,0,True
1181,1978.9457018136695,3676,-89,20,2018,0,True
1182,1983.8874998139818,1129,-84,24,2017,1,True
1183,1972.6816903642666,2035,-81,24,2018,0,True
1184,1982.6251671724583,8917,-91,42,2017,0,False
1185,1984.040213037751,4299,-100,27,2018,1,True
1186,1977.5263444774557,8694,-92,31,2017,1,False
1187,1963.2970094144243,8651,-84,20,2016,0,False
1188,1976.4279134113835,8478,-96,20,2018,0,False
1189,1963.4857902197957,2481,-98,42,2016,0,True
1190,1964.010292766627,5879,-96,42,2017,1,True
1191,1959.4863648393093,7741,-89,31,2016,1,True
1192,1974.1037414191126,3585,-89,30,2018,0,True
1193,1954.8561958816288,3107,-81,42,2018,0,True
1194,1990.6756626359022,8989,-91,23,2018,1,False
1195,1979.9722201137497,2144,-98,43,2018,1,True
1196,1972.7072771493433,9698,-81,30,2016,0,False
1197,1962.142762276652,3601,-84,20,2016,0,True
1198,1984.60016923866,9474,-85,24,2018,0,False
1199,1980.498584191396,6885,-100,30,2016,0,False
1200,1964.5957426004525,4005,-89,31,2017,1,True
1201,1980.7915159267468,9445,-89,35,2018,0,False
1202,2000.5083297446865,5933,-98,43,2017,0,False
1203,1978.7833475824773,1163,-85,22,2016,0,True
1204,1960.5413237122407,5235,-100,20,2016,0,True
1205,1971.6011123397545,4312,-91,43,2017,1,True
1206,1984.39453372289,7566,-100,27,2016,0,False
1207,1955.9784376404398,3967,-85,24,2018,1,True
1208,1962.0778661566756,7009,-91,24,2016,0,False
1209,1969.1053787622889,6437,-100,42,2018,0,False
1210,1968.5685714790418,3967,-98,24,2016,1,True
1211,1980.1015245908454,2990,-100,30,2018,0,True
1212,1971.1277885907539,2418,-84,31,2016,0,True
1213,1983.1012387016988,7811,-84,31,2018,1,False
1214,1960.4473339937294,6104,-96,43,2016,0,True
1215,1981.9088705911358,1190,-92,35,2018,1,True
1216,1964.5578320244592,7031,-89,22,2017,1,False
1217,1980.0598496169857,8931,-96,24,2016,0,False
1218,1968.096854732194,7539,-98,43,2018,0,False
1219,1980.3062433918517,7496,-98,43,2017,1,False
1220,1990.536963200345,2439,-100,43,2016,0,True
1221,1982.2048955006146,5534,-98,43,2016,0,False
1222,1973.6813915461496,1791,-89,20,2017,0,True
1223,1983.4661337410753,4966,-100,20,2018,0,False
1224,1972.9383816559352,4916,-100,43,2018,0,False
1225,1954.9099123460105,5597,-84,23,2017,1,True
1226,1976.6912093627795,1244,-98,24,2017,0,True
1227,1973.0594341895096,3532,-91,35,2017,1,True
1228,1977.2351693869225,7425,-82,43,2017,1,False
1229,1957.5077703253496,9955,-92,43,2017,1,False
1230,1968.4763093211102,5358,-85,27,2017,1,False
1231,1979.1661152639983,2593,-100,42,2018,0,True
1232,1993.323273767993,7440,-85,42,2016,0,False
1233,1966.0711668272065,8045,-84,30,2018,0,False
1234,1983.6978100285985,7259,-85,30,2018,1,False
1235,1972.306188595867,3880,-84,20,2017,1,True
1236,1983.1681287566335,7801,-100,24,2016,0,False
1237,1964.5099839160619,2375,-91,43,2018,1,True
1238,1970.3280226483987,1933,-89,30,2018,1,True
1239,1992.6868474024152,8502,-91,35,2017,0,False
1240,1970.0760116432975,5215,-82,22,2018,0,True
1241,1985.192173694383,5119,-81,30,2016,1,True
1242,1977.696355309796,2599,-92,43,2018,1,True
1243,1958.8045881111673,3333,-91,35,2016,0,True
1244,1952.9682102997747,7705,-81,24,2016,1,True
1245,1980.039671386283,3648,-85,24,2018,1,True
1246,1977.8657748711398,2811,-81,24,2016,0,True
1247,1985.0327586525927,5793,-100,24,2017,0,False
1248,1980.315715107605,8585,-85,22,2016,0,False
1249,1968.4623692000785,2289,-81,30,2018,1,True
1250,1982.688066396387,7434,-85,24,2017,0,False
1251,1983.6224050491392,1331,-81,30,2017,0,True
1252,1955.7236049238554,3242,-85,43,2017,0,True
1253,1969.3885431829021,7619,-96,35,2016,0,False
1254,1972.183593922655,5728,-91,24,2018,0,False
1255,1973.503628366995,7150,-91,31,2018,1,False
1256,1972.430045323843,8247,-89,31,2018,0,False
1257,1971.6415741273074,2444,-100,20,2018,0,True
1258,1983.1995266080403,3593,-82,42,2018,1,True
1259,1989.7762223961083,1484,-98,35,2017,1,True
1260,1974.4037605614635,6182,-82,24,2018,1,True
1261,1984.2830314823148,2020,-98,35,2016,0,True
1262,1982.9398701703897,8529,-84,35,2017,0,False
1263,1970.8771901888201,8183,-96,35,2017,1,False
1264,1982.2305148063458,6975,-92,24,2017,0,False
1265,1989.7165359798869,6857,-89,35,2016,1,False
1266,1979.8074311553055,1432,-98,27,2016,0,True
1267,1990.3569790475408,2510,-98,20,2016,0,False
1268,1975.570632131754,6492,-84,42,2016,0,False
1269,1978.9057761266347,7344,-89,35,2018,0,False
1270,1985.1203395874204,4215,-89,20,2018,0,True
1271,1996.8678447739928,7837,-100,31,2016,0,False
1272,1966.2316633562561,1310,-92,22,2016,0,True
1273,1991.9925563656343,7800,-81,24,2018,0,False
1274,1986.238499501417,9138,-84,23,2018,1,False
1275,1984.6188414812673,1747,-92,20,2017,0,True
1276,1984.1470964963426,7002,-100,31,2017,1,False
1277,1971.2331509310695,8485,-100,30,2016,0,False
1278,1957.2842234270834,3804,-98,42,2017,1,True
1279,1978.7681112866564,6195,-89,27,2016,1,True
1280,1983.2513099786697,7583,-91,42,2017,0,False
1281,1969.3669320109082,2932,-89,23,2017,1,False
1282,1961.6191640112038,4952,-89,23,2017,1,True
1283,1966.8620219644465,4888,-91,42,2016,1,False
1284,1967.7279067451282,4145,-98,23,2017,1,False
1285,1953.1331803272476,9549,-81,23,2017,0,True
1286,1956.692155878943,9440,-96,24,2018,1,False
1287,1954.9411075960163,3221,-100,30,2016,0,True
1288,1983.4255695678435,7739,-98,43,2018,1,False
1289,1966.9491377799673,9491,-98,42,2018,1,False
1290,1963.0958239121662,6153,-100,27,2018,0,False
1291,1972.9514065408373,9813,-100,42,2016,1,False
1292,1955.6392190990503,4266,-81,27,2017,1,True
1293,1973.2858101143831,7382,-82,22,2017,0,False
1294,1982.027533283536,1169,-89,42,2017,1,True
1295,1989.540063831044,9767,-89,24,2016,0,False
1296,1987.1847840767193,8279,-96,27,2017,0,False
1297,1981.5132816545845,1101,-84,20,2018,0,True
1298,1980.7471504293553,9249,-100,43,2017,0,False
1299,1980.9176353657508,7791,-91,20,2016,1,False
1300,1980.1460841555377,7385,-85,35,2017,1,False
1301,1989.448676984676,1192,-91,35,2016,0,True
1302,1988.7214350987056,3003,-82,22,2018,0,True
1303,1969.9494650031545,4476,-96,43,2016,1,False
1304,1968.1046101665374,8209,-89,30,2017,0,False
1305,1968.8000400176202,3729,-85,30,2016,0,False
1306,1981.0552620601593,3090,-96,30,2017,0,True
1307,1972.4243125451014,3532,-100,31,2016,0,True
1308,1976.3271231023955,9658,-84,24,2016,0,False
1309,1963.807466244367,4348,-81,24,2017,1,True
1310,1978.8044529163374,2503,-100,22,2018,0,True
1311,1981.3835250550342,5134,-98,24,2016,1,True
1312,1973.768107196644,9972,-84,30,2018,1,False
1313,1951.6552824721025,1844,-85,20,2018,1,True
1314,1989.659759404329,5844,-92,31,2017,0,False
1315,1962.7699050185176,4279,-92,42,2017,1,True
1316,1959.5975480705251,5554,-82,27,2018,1,True
1317,1963.7360435981034,7075,-92,43,2016,1,False
1318,1983.323559127781,1067,-84,42,2017,1,True
1319,1976.4976430405982,4672,-91,22,2017,0,True
1320,1968.9741726122184,2949,-100,30,2018,1,True
1321,1997.1123275675666,6199,-98,24,2017,1,False
1322,1993.886818955125,3435,-84,24,2017,0,False
1323,1969.9081561080616,9546,-91,31,2018,0,False
1324,1973.2760446150305,1987,-98,35,2016,1,True
1325,1972.6231595190077,5520,-81,35,2017,0,False
1326,1969.4776977747656,2939,-82,27,2017,1,True
1327,1987.283848477703,2465,-92,42,2017,1,True
1328,1981.8556364169744,8552,-98,35,2016,0,False
1329,1975.7897121351107,8157,-91,23,2017,1,False
1330,2003.3227994106285,8897,-89,22,2017,1,False
1331,1962.0940378680248,1030,-100,27,2016,1,True
1332,1971.7892516760169,3782,-98,31,2018,0,False
1333,1972.3177582147382,5558,-98,27,2017,0,False
1334,1963.146490785329,3937,-100,43,2017,0,True
1335,1960.6859612532292,2845,-84,42,2018,0,True
1336,1986.9903383901699,9860,-85,24,2016,0,False
1337,1980.3965149269286,6424,-82,31,2017,0,False
1338,1977.0115266830408,7558,-91,22,2017,1,False
1339,1975.190614290926,3901,-84,24,2017,0,True
1340,1986.7248367724542,5567,-85,22,2017,1,True
1341,1974.611909709138,5067,-81,43,2016,1,True
1342,1968.3863026874633,6447,-85,30,2016,1,False
1343,1985.079763657214,4862,-89,42,2016,0,True
1344,1977.2332819770165,5430,-81,43,2017,0,True
1345,1976.927498091454,2413,-91,23,2018,1,True
1346,1973.994176901818,6135,-85,23,2017,1,False
1347,1976.993815961012,2225,-85,24,2017,1,True
1348,1958.0100062755587,6603,-81,30,2017,1,True
1349,1967.0217287197706,2399,-100,30,2018,0,True
1350,1974.1182610483577,2902,-92,31,2018,0,True
1351,1965.6758028798763,3489,-84,20,2016,0,True
1352,1977.7148411943656,6361,-82,27,2018,0,False
1353,1976.4870893848597,5711,-89,43,2018,1,True
1354,1980.790868592893,9085,-82,35,2017,0,False
1355,1985.142731993499,3192,-96,35,2017,0,True
1356,1987.2948004371906,8525,-89,23,2017,0,False
1357,1965.7302696828024,5412,-89,24,2018,0,False
1358,1979.127757264925,3861,-85,35,2017,1,True
1359,1977.7645520654573,6395,-98,22,2017,0,False
1360,1992.7422358085082,3472,-81,35,2018,1,True
1361,1973.2065245914227,4453,-85,31,2018,1,True
1362,1964.544423349584,9415,-100,27,2018,1,False
1363,1991.2400395889865,4744,-96,24,2017,1,True
1364,1961.3894910285767,5007,-98,30,2016,0,True
1365,1979.888850952271,1187,-82,30,2017,1,True
1366,1974.2771462590106,2276,-98,27,2016,0,True
1367,1960.867777310286,3141,-82,43,2016,0,True
1368,1977.4423605968238,1239,-84,22,2017,1,True
1369,1991.2311183998686,7549,-85,43,2018,0,False
1370,1956.2501845742659,2563,-96,31,2018,1,True
1371,1980.011522496603,8016,-96,23,2018,1,False
1372,1982.2489927776735,3258,-91,23,2016,1,True
1373,1971.7897763416563,5679,-96,31,2016,0,False
1374,1978.8756895888177,7955,-92,23,2017,0,False
1375,1966.7359500534374,8506,-89,35,2018,0,False
1376,1968.0397691432054,2981,-89,20,2017,1,True
1377,1990.8048874349913,4327,-85,30,2016,1,True
1378,1973.0317683442172,8023,-85,43,2016,0,False
1379,1956.371401271724,5340,-85,27,2016,0,True
1380,1978.6456426807115,7756,-91,43,2016,0,False
1381,1967.853634799934,6978,-85,30,2016,1,False
1382,1995.7405307481356,9247,-89,35,2017,0,False
1383,1980.8836388155557,3474,-98,20,2016,0,True
1384,1988.0698412333768,3258,-98,30,2016,0,True
1385,1964.0346604915605,3915,-91,31,2018,1,True
1386,1984.0385575876426,6768,-89,24,2018,0,False
1387,1958.5212389280393,8416,-82,22,2018,1,True
1388,1973.2382921652477,8642,-89,22,2017,1,False
1389,1984.2683831530057,2161,-100,20,2017,1,True
1390,1973.264672684486,7169,-82,27,2018,0,False
1391,1978.5388695012266,8018,-92,35,2018,0,False
1392,1958.2354278276246,8271,-82,31,2017,0,False
1393,1962.5801023998047,4424,-81,35,2016,1,True
1394,1986.4362123336323,5971,-91,24,2016,0,False
1395,1974.8504776663158,8728,-96,24,2018,0,False
1396,1967.5413220381588,6795,-96,31,2018,0,False
1397,1993.9661159933996,7043,-100,30,2018,1,False
1398,1972.2795726041015,2161,-91,27,2018,1,True
1399,2002.2123584703845,6710,-84,23,2018,1,False
1400,1988.0038977155575,7931,-96,30,2018,0,False
1401,1962.6169537822752,5749,-91,42,2016,1,True
1402,1987.4138865824482,9026,-81,43,2018,0,False
1403,1975.580709824439,9040,-98,30,2016,1,False
1404,1972.3916701824126,6466,-91,20,2018,1,False
1405,1978.6370436585282,9749,-100,27,2016,1,False
1406,1984.8168668919914,2268,-82,27,2016,0,True
1407,1970.276230450597,8148,-98,30,2018,0,False
1408,1968.5608203097358,5019,-91,27,2018,0,False
1409,1981.6670676479569,2696,-85,20,2016,1,True
1410,1971.0571297629247,2208,-85,31,2016,0,True
1411,1977.9558625627242,1636,-81,43,2016,1,True
1412,1955.962074395617,3178,-89,43,2017,1,True
1413,1996.4627259415488,9582,-96,20,2016,1,False
1414,1951.7011354094104,4621,-96,42,2016,1,True
1415,1968.9566843623913,4391,-96,24,2017,0,False
1416,1952.5980602695984,1436,-84,23,2016,0,True
1417,1984.244920387678,1324,-91,43,2017,0,True
1418,1979.3575981139625,6988,-81,35,2016,1,False
1419,1965.934068394661,6290,-81,22,2018,0,False
1420,1969.31116469173,1876,-84,42,2016,0,False
1421,1963.028494796963,9603,-98,30,2018,0,False
1422,1960.736860086665,4090,-82,22,2017,1,True
1423,1976.9797645456265,5297,-100,24,2017,1,True
1424,1974.0333456775572,2215,-92,31,2016,0,True
1425,1966.0115976707093,4868,-96,24,2017,0,False
1426,1981.3700873681794,9100,-81,35,2016,1,False
1427,1976.7808086474683,2329,-100,22,2018,1,True
1428,1969.3836751108338,5212,-89,22,2018,0,False
1429,1970.3595378478753,3573,-85,22,2018,1,True
1430,1962.7252754948872,9656,-91,24,2018,1,False
1431,1975.0435245517854,3070,-81,20,2017,1,True
1432,1974.5899985925155,4740,-91,20,2016,1,True
1433,1979.6207066608672,9763,-100,23,2016,0,False
1434,1981.5933487664324,5482,-92,20,2018,1,True
1435,1986.3908336612014,7028,-85,23,2016,1,False
1436,1985.1933886177605,8606,-84,20,2016,1,False
1437,1957.8447707306616,1489,-82,43,2018,1,True
1438,1967.571205597242,3672,-91,27,2018,0,True
1439,1984.5138791970373,6448,-82,35,2016,0,True
1440,1958.6170765129036,4529,-96,43,2016,1,True
1441,1964.238546392368,4648,-100,31,2017,0,True
1442,1965.3823943296763,3964,-82,43,2018,1,True
1443,1966.9197263761955,1692,-100,27,2016,1,True
1444,1962.1982146755347,7184,-100,27,2018,0,False
1445,1975.2182511312474,2782,-82,35,2016,1,True
1446,1979.172837941079,8428,-82,30,2018,0,False
1447,1968.394416887124,8166,-92,24,2017,1,False
1448,1970.3318037671809,3819,-92,30,2018,0,True
1449,1983.5014991410214,2057,-91,43,2017,0,True
1450,1959.969233709391,7106,-92,43,2017,1,True
1451,1962.0560800230649,7699,-85,42,2016,1,False
1452,1976.7128322716076,4526,-91,43,2018,1,True
1453,1968.2274682703028,2095,-89,24,2018,1,True
1454,1979.1095111212237,8319,-92,43,2016,1,False
1455,1976.7855264474206,7443,-89,30,2017,1,False
1456,1975.0834059387885,4137,-92,30,2018,1,True
1457,1954.6445423977393,7294,-96,22,2017,1,True
1458,1973.9942056508762,7773,-92,23,2017,0,False
1459,1980.5780528139544,8954,-82,30,2017,1,False
1460,1969.4563523209322,1880,-96,30,2017,1,True
1461,1960.1598729011564,6829,-89,23,2016,0,False
1462,1968.4978672145,8115,-81,31,2017,1,False
1463,1986.3818603268799,5850,-82,27,2016,1,True
1464,1978.3362644100916,4983,-82,24,2017,1,True
1465,1974.7986971996554,9623,-85,27,2017,0,False
1466,1978.6513501389607,9233,-98,31,2018,1,False
1467,1970.6791698362686,1109,-100,42,2017,1,True
1468,1975.2641289944609,9181,-81,27,2016,0,False
1469,2009.1297452255922,4619,-98,23,2018,1,True
1470,1984.4456380485044,4801,-98,24,2018,1,True
1471,1968.4639063754275,4712,-89,43,2016,0,False
1472,1978.7137982988947,7813,-100,23,2016,0,False
1473,1954.8939322274925,5469,-96,30,2017,0,True
1474,1993.2714202869834,6992,-85,23,2016,1,False
1475,1984.0297802444345,9120,-98,22,2018,0,False
1476,1967.8399770997876,7134,-91,31,2018,1,False
1477,1972.6036086546546,9123,-89,23,2016,1,False
1478,1972.6195530706693,6991,-89,42,2017,0,False
1479,1965.5238059680403,7278,-84,24,2016,0,False
1480,1964.0904917570724,6598,-89,35,2018,1,True
1481,1984.2449828126796,8924,-100,35,2018,1,False
1482,1973.5882737394722,7003,-100,42,2017,1,False
1483,1976.7829406274427,4617,-85,22,2016,1,True
1484,1983.49170719498,2448,-82,43,2017,1,True
1485,1959.4574022863953,8743,-91,27,2017,0,False
1486,1966.4250511892665,9563,-89,24,2016,1,False
1487,1973.894782563147,7106,-96,35,2017,0,False
1488,1995.7314306794901,6724,-81,43,2017,0,False
1489,1986.8037341257416,7272,-85,31,2018,0,False
1490,1973.8917927534023,1064,-84,24,2018,1,True
1491,1961.8145974294305,5716,-91,35,2016,0,True
1492,1980.6737566653517,4856,-96,24,2016,1,True
1493,1979.6542436569816,7507,-85,23,2018,1,False
1494,1981.2372728042544,2549,-91,30,2016,1,True
1495,1959.57512116129,5210,-89,23,2016,0,True
1496,1970.8038586632506,5369,-89,23,2018,0,False
1497,1973.6356672071765,6445,-84,42,2016,1,False
1498,1956.8457580925933,4759,-100,27,2017,0,True
1499,1967.6089399742486,5231,-81,22,2017,1,False
1500,1994.6430650437828,3531,-96,30,2016,1,True
1501,1973.1866208571205,3444,-96,35,2016,0,True
1502,1957.917876966425,8933,-82,35,2016,1,True
1503,1971.4149175446726,3894,-89,22,2018,1,True
1504,1967.6992856785596,8549,-96,23,2016,1,False
1505,1969.2372192845278,5817,-81,43,2017,1,False
1506,1970.2784448115044,5375,-85,20,2016,0,False
1507,1974.2220270331295,4285,-92,20,2017,1,True
1508,1966.7163054709874,3860,-81,22,2018,0,False
1509,1978.840122945013,4241,-96,42,2018,0,True
1510,1986.0847805406208,4278,-82,30,2018,1,True
1511,1965.1989402871782,3465,-100,42,2016,0,True
1512,1974.8814025346878,7287,-81,20,2016,0,False
1513,1974.2635282402432,2316,-96,42,2018,0,True
1514,1998.9913723899367,1835,-85,23,2017,1,True
1515,1990.4072614925688,2292,-89,23,2018,1,True
1516,1957.826668122455,8464,-91,20,2016,0,False
1517,1960.3958266292404,5362,-91,22,2017,0,True
1518,1972.3290504156084,4905,-91,35,2016,1,True
1519,1991.9547515126826,7356,-96,31,2016,0,False
1520,1989.5234858626031,4490,-84,43,2016,1,True
1521,1964.7632744676373,6314,-96,20,2017,1,False
1522,1978.9375366053466,5627,-85,23,2018,0,False
1523,1966.6677604416514,4489,-89,30,2016,1,False
1524,1984.6255836572611,8106,-89,42,2018,1,False
1525,1975.5239255323772,8771,-98,42,2017,0,False
1526,1965.7903383175887,5687,-82,42,2018,0,False
1527,1994.8325731635873,2352,-85,24,2016,0,True
1528,1980.272647898188,2241,-85,24,2016,0,True
1529,1978.2245522414157,9249,-92,35,2018,1,False
1530,1983.4647813915608,2136,-92,22,2017,0,True
1531,1973.1010104464508,6129,-85,23,2016,0,False
1532,1973.133455882813,7218,-81,31,2016,0,False
1533,1966.6759099548358,1295,-92,27,2017,1,True
1534,1979.1397894133072,2512,-100,24,2018,1,True
1535,1961.258120379992,9104,-100,42,2016,1,False
1536,1973.765813375695,5725,-89,30,2017,0,False
1537,1984.588608555403,2666,-100,23,2018,1,True
1538,1965.8100125197093,7921,-81,23,2018,1,False
1539,1974.687133014665,1525,-89,43,2016,0,True
1540,1981.5787394980225,6153,-89,30,2017,1,True
1541,1974.244933902062,3073,-96,43,2016,0,True
1542,1972.1937589863899,5316,-89,23,2016,1,True
1543,1978.1530081629692,3297,-82,43,2018,0,True
1544,1981.2874268338862,2749,-82,23,2017,0,True
1545,1965.8858421294435,4845,-98,42,2018,0,False
1546,1971.0050502327967,4130,-89,23,2018,1,True
1547,1984.7638046951265,1748,-82,35,2016,0,True
1548,1999.2001574848014,7030,-100,30,2018,1,False
1549,1954.0140785539484,8431,-89,22,2017,1,True
1550,1975.0788019535662,3029,-96,23,2017,0,True
1551,1998.3693733103048,7140,-81,24,2018,0,False
1552,1977.2588492934644,9966,-85,20,2017,0,False
1553,1976.1474944679596,4201,-85,24,2018,0,True
1554,1976.3990553558053,9043,-98,20,2016,1,False
1555,1986.0749258775288,7720,-82,23,2017,0,False
1556,1983.4400113982479,7257,-89,20,2016,1,False
1557,1983.187672605535,3673,-89,30,2017,0,True
1558,1975.91011362187,8213,-100,30,2016,0,False
1559,1971.5221271068247,2939,-92,31,2016,1,True
1560,1979.511760206542,3630,-92,30,2018,1,True
1561,1982.8406064656176,5787,-100,24,2017,1,False
1562,1984.288206985937,6549,-91,43,2016,0,False
1563,1985.0565270735315,2147,-81,30,2017,1,True
1564,1968.9314601267904,6877,-89,31,2016,1,False
1565,1981.089192596577,7012,-81,43,2016,0,False
1566,1976.7367403624776,1611,-81,20,2016,1,True
1567,1973.685510622806,3304,-98,43,2016,0,True
1568,1976.1016451694325,2938,-81,43,2018,1,True
1569,1966.9650751382283,4990,-98,30,2018,0,False
1570,1976.1677668712293,4153,-82,27,2017,0,True
1571,1996.4591916557017,5170,-82,24,2017,0,True
1572,1972.9295160447919,4837,-100,35,2016,1,True
1573,1981.1083548915449,3887,-98,31,2017,1,True
1574,1974.4711875058824,2219,-100,23,2018,1,True
1575,1968.6067019939426,6268,-89,31,2017,0,False
1576,1985.2846369032945,9053,-92,23,2017,1,False
1577,1989.4689959778666,5878,-98,30,2018,0,False
1578,1969.4889249615167,8209,-96,27,2016,1,False
1579,1973.0194755904279,2962,-81,20,2016,0,True
1580,1979.3236606919306,3958,-98,35,2018,1,True
1581,1983.7457262578632,8624,-85,24,2017,0,False
1582,1969.7164621576444,2391,-100,31,2017,0,False
1583,1982.609600015783,2610,-85,23,2016,0,True
1584,1979.8362642250531,8290,-91,43,2017,0,False
1585,1987.0327042026356,9504,-85,42,2018,0,False
1586,1972.9928001049855,1137,-92,42,2016,0,True
1587,1957.1801517387582,2641,-84,35,2018,0,True
1588,1983.552956611483,9764,-81,30,2018,0,False
1589,1954.1775734873672,8584,-91,23,2018,1,True
1590,1997.1780173651505,8801,-91,24,2018,0,False
1591,1984.9972583039919,7245,-91,35,2016,0,False
1592,1983.035686055053,6660,-82,20,2017,1,True
1593,1988.3261061046933,1330,-89,27,2016,1,True
1594,1974.684972218761,1926,-85,23,2016,1,True
1595,1976.0694897485305,8494,-100,43,2016,0,False
1596,1991.4529150844915,5839,-81,27,2016,1,False
1597,1974.6058249923378,6042,-81,23,2018,1,False
1598,1968.909211202695,6338,-98,22,2016,1,False
1599,1971.8200034638974,9070,-98,35,2018,0,False
1600,1980.8425230382309,9263,-89,27,2016,0,False
1601,1970.7185968749525,1724,-100,30,2016,1,True
1602,1979.1966453238174,2537,-85,27,2016,0,True
1603,1990.0736645633942,6359,-91,23,2018,1,False
1604,1953.7875599776246,2802,-85,35,2018,0,True
1605,1977.6155199597522,2733,-100,42,2017,1,True
1606,1980.98952280433,6337,-89,30,2016,0,False
1607,1982.9107082529677,3536,-81,35,2017,0,True
1608,1961.5064367677335,6676,-100,30,2017,0,False
1609,1977.2617237296163,4427,-84,23,2016,1,True
1610,1985.5302356896545,1985,-100,43,2018,1,True
1611,1970.712458474821,9560,-92,23,2018,0,False
1612,1987.987801419185,2909,-85,42,2018,0,True
1613,1968.035430446184,2341,-91,35,2016,0,False
1614,1966.5326115296632,2213,-89,30,2017,1,True
1615,1959.7328113066199,6118,-98,20,2017,1,True
1616,1992.31376887412,8815,-81,22,2016,0,False
1617,1975.6216590280146,5088,-89,31,2018,1,True
1618,1963.071436978143,7557,-85,23,2017,1,False
1619,1981.6506688069846,3850,-85,35,2017,0,True
1620,1981.5447212365668,7053,-100,42,2017,1,False
1621,1970.7024956991663,5648,-85,27,2016,1,True
1622,1960.1959025106723,4909,-84,27,2017,1,True
1623,1977.2107453917065,9637,-82,42,2016,1,False
1624,1965.4232945955757,6551,-82,30,2017,0,False
1625,1986.4645228777567,9655,-82,20,2017,0,False
1626,1981.1322648367532,9879,-89,31,2016,1,False
1627,1972.1153004313471,4985,-96,24,2017,0,True
1628,1991.0683500504747,9792,-84,20,2016,1,False
1629,1976.9521256283035,2638,-82,31,2016,1,True
1630,1967.485460473233,2413,-85,30,2016,1,True
1631,1967.52135283172,6848,-92,42,2018,0,False
1632,1966.7598177882305,5801,-98,30,2018,1,False
1633,1974.9825910381319,9021,-85,24,2016,0,False
1634,1974.607992840033,5762,-89,35,2018,1,True
1635,1981.5359187289398,4747,-92,24,2018,0,False
1636,1976.8519461265132,1360,-92,20,2018,0,True
1637,1968.7741573570397,4478,-91,31,2016,1,False
1638,1988.834888013992,6916,-96,20,2017,1,False
1639,1981.3119913997161,8924,-81,30,2017,0,False
1640,1976.502209713163,9447,-100,20,2018,0,False
1641,1967.8865183835267,1817,-98,31,2018,1,True
1642,1977.3669304455937,2058,-84,20,2018,1,True
1643,1971.8251012646483,7334,-100,31,2018,1,False
1644,1968.0347610578942,9372,-96,30,2017,1,False
1645,1969.607142634334,6908,-82,24,2017,1,False
1646,1980.1708725113708,3195,-98,27,2017,0,True
1647,1984.6334779586718,4240,-91,43,2017,1,True
1648,1968.6262342880905,5185,-84,30,2016,1,False
1649,1976.2488896760674,4500,-96,43,2017,0,True
1650,1968.9276582227642,8238,-89,27,2017,0,False
1651,1980.8289679861568,4354,-84,31,2017,0,True
1652,1988.4352425468355,3558,-82,27,2016,1,True
